"id","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail","LogPrice","LogRetail"
143,0.4,"AGSL","SI2","G"," ",64.7,"None",FALSE,"4.58x4.6x2.97"," ","Russia","Princess"," ",55,1,"$ 765","$ 1,260",6.63987583382654,7.13886699994552
144,0.4,"AGSL","SI2","H"," ",62.3,"None",FALSE,"4.73x4.71x2.94","Excellent","South Africa","Round","Very good",57,1,"$ 765","$ 1,060",6.63987583382654,6.96602418710611
145,0.4,"AGSL","VVS2","J"," ",62.3,NA,FALSE,"4.75x4.7x2.94","Excellent","Russia","Round","Excellent",57,1,"$ 765","$ 780",6.63987583382654,6.65929391968364
146,0.41,"AGSL","SI2","H"," ",NA,"Faint",FALSE,"4.76x4.73x2.95","Very good","Botswana","Marquise","Very good",56,1,"$ 770","$ 1,260",6.64639051484773,7.13886699994552
147,0.4,"AGSL","VS2","J"," ",62.4,"None",FALSE,"4.71x4.66x2.93","Excellent","Russia","Princess","Excellent",59,1,"$ 770","$ 1,270",6.64639051484773,7.14677217945264
148,0.5,"AGSL","SI1","M"," ",NA,"Strong Bl..",FALSE,"5.11x5.07x3.12","Very good","Russia","Radiant","Very good",NA,1,"$ 770","$ 1,270",6.64639051484773,7.14677217945264
149,0.41,"AGSL","SI1","J"," ",61.8,"None",FALSE,"4.79x4.76x2.95","Excellent","DR Congo","Round","Excellent",57,1,"$ 770","$ 1,145",6.64639051484773,7.04315991598834
150,0.4,"AGSL","VS2","J"," ",62.2,"None",FALSE,"4.73x4.71x2.94","Excellent","Russia","Round","Very good",NA,1,"$ 770","$ 1,270",6.64639051484773,7.14677217945264
151,0.4,"AGSL","VS2","J"," ",NA,"Medium Bl..",FALSE,"4.73x4.72x2.94","Excellent","Russia","Emerald","Excellent",NA,1,"$ 770","$ 1,270",6.64639051484773,7.14677217945264
152,0.42,"AGSL","VVS1","K"," ",NA,"Faint",FALSE,"4.84x4.82x2.96","Excellent","Russia","Princess","Very good",58,1,"$ 775","$ 1,280",6.65286302935335,7.15461535691366
153,0.4,"AGSL","VVS2","J"," ",63.4,"None",FALSE,"4.69x4.65x2.96","Very good","Australia","Round","Very good",58,1,"$ 775","$ 1,280",6.65286302935335,7.15461535691366
154,0.4,"AGSL","SI1","J"," ",NA,"Faint",FALSE,"4.8x4.76x2.9","Excellent","Canada","Round","Excellent",58,1,"$ 775","$ 1,275",6.65286302935335,7.15070145759253
155,0.4,"AGSL","SI2","G"," ",64.1,"Faint",FALSE,"4.66x4.62x2.97","Excellent","Russia","Round","Excellent",58,1,"$ 775","$ 1,280",6.65286302935335,7.15461535691366
156,0.41,"AGSL","IF","K"," ",NA,NA,FALSE,"4.76x4.73x2.95","Very good","Russia","Round","Very good",NA,1,"$ 780","$ 1,195",6.65929391968364,7.08590146436561
157,0.41,"AGSL","SI1","J"," ",NA,"Medium Bl..",FALSE,"4.76x4.73X2.96","Excellent","Australia","Round","Excellent",57,1,"$ 780","$ 1,285",6.65929391968364,7.15851399732932
158,0.41,"AGSL","SI1","J"," ",61.6,NA,FALSE,"4.81x4.79x2.96","Very good","South Africa","Round","Excellent",NA,1,"$ 780","$ 1,060",6.65929391968364,6.96602418710611
159,0.41,"AGSL","SI1","J"," ",61.7,"None",FALSE,"4.79*4.77x2.95","Excellent","South Africa","Round","Excellent",57,1,"$ 780","$ 955",6.65929391968364,6.86171134048073
160,0.4,"AGSL","SI1","I"," ",63.5,"Faint",FALSE,"4.63*4.61x2.94","Excellent","Russia","Round","Very good",59,1,"$ 785","$ 1,295",6.66568371778241,7.16626597413364
161,0.51,"AGSL","I1","J"," ",61.7,"None",FALSE,"5.14x5.11x3.16","Very good","South Africa","Princess","Very good",57,1,"$ 785","$ 1,240",6.66568371778241,7.12286665859908
162,0.43,"AGSL","SI1","J"," ",NA,"Strong Bl..",FALSE,"4.83x4.81x2.98","Very good","Russia","Round","Excellent",59,1,"$ 785","$ 1,295",6.66568371778241,7.16626597413364
163,0.4,"AGSL","SI2","F"," ",63.4,"Medium Bl..",FALSE,"4.69x4.64x2.95","Very good","Russia","Princess","Very good",NA,1,"$ 785","$ 1,300",6.66568371778241,7.17011954344963
164,0.4,"GemEx","VVS1","J"," ",63.9,NA,FALSE,"4.68x4.65x2.99","Excellent","Russia","Princess","Very good",54,1,"$ 785","$ 950",6.66568371778241,6.85646198459459
165,0.4,"AGSL","SI1","I"," ",63,"Medium Bl..",FALSE,"4.71x4.67x2.95","Excellent","Russia","Round","Excellent",57,1,"$ 785","$ 1,295",6.66568371778241,7.16626597413364
166,0.4,"AGSL","SI2","F"," ",64.5,"None",FALSE,"4.64x4.62x2.98","Very good","Australia","Round","Very good",57,1,"$ 785","$ 1,300",6.66568371778241,7.17011954344963
167,0.43,NA,"SI2","J"," ",59.1,"None",FALSE,"4.94x4.93x2.92","Excellent","Canada","Radiant","Excellent",60,1,"$ 570","$ 955",6.3456363608286,6.86171134048073
168,0.42,"AGSL","SI1","J"," ",NA,"None",FALSE,"4.81x4.8x2.98","Excellent","Canada","Radiant","Excellent",NA,1,"$ 790","$ 1,300",6.67203294546107,7.17011954344963
169,0.41,"AGSL","SI2","I"," ",61.4,"Medium Bl..",FALSE,"4.75x4.74x2.92","Excellent","Angola","Round","Very good",60,1,"$ 790","$ 1,300",6.67203294546107,7.17011954344963
170,0.4,"AGSL","SI2","I"," ",63,"Medium Bl..",FALSE,"4.71x4.69x2.96","Excellent","Russia","Uncut","Very good",NA,1,"$ 395","$ 395",5.97888576490112,5.97888576490112
171,0.41,"AGSL","SI2","H"," ",58.9,"None",FALSE,"4.88x4.86x2.87","Very good","DR Congo","Round","Excellent",59,1,"$ 795","$ 1,190",6.67834211465433,7.08170858610557
172,0.4,"AGSL","SI2","I"," ",62.6,"None",FALSE,"4.72x4.74x2.96"," ","Russia","Round"," ",56,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
173,0.4,"AGSL","SI2","E"," ",62.7,NA,FALSE,"4.66x4.7x2.94"," ","Botswana","Round"," ",56,1,"$ 800","$ 1,025",6.68461172766793,6.93244789157251
174,0.4,"AGSL","SI2","E"," ",64.7,"None",FALSE,"4.55x4.59x2.95"," ","Botswana","Round"," ",NA,1,"$ 800","$ 1,280",6.68461172766793,7.15461535691366
175,0.4,"AGSL","VS2","I"," ",NA,"Medium Bl..",FALSE,"4.66x4.61x2.99","Very good","Botswana","Round","Very good",55,1,"$ 800","$ 1,165",6.68461172766793,7.0604763659998
176,0.4,NA,"SI2","E"," ",62.2,"Medium Bl..",FALSE,"4.72x4.74x2.94"," ","Russia","Round"," ",57,1,"$ 630","$ 1,080",6.44571981938558,6.98471632011827
177,0.4,"AGSL","SI2","E"," ",63.4,"None",FALSE,"4.62x4.64x2.94"," ","Russia","Round"," ",56,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
178,0.4,NA,"SI2","E"," ",63.2,"None",FALSE,"4.65x4.69x2.95"," ","Canada","Cushion"," ",57,1,"$ 720","$ 1,220",6.5792512120101,7.1066061377273
179,0.4,"GemEx","SI2","E"," ",NA,NA,FALSE,"4.66x4.7x2.97"," ","Russia","Emerald"," ",NA,2,"$ 800","$ 1,225",6.68461172766793,7.11069612297883
180,0.47,"AGSL","I1","F"," ",60.1,NA,FALSE,"5.02x5.05x3.02","Very good","Russia","Round","Faint",56,1,"$ 800","$ 1,110",6.68461172766793,7.01211529430638
181,0.4,"GemEx","SI2","F"," ",60,NA,FALSE,"4.81x4.83x2.89"," ","Zimbabwe","Round"," ",NA,1,"$ 800","$ 455",6.68461172766793,6.12029741895095
182,0.4,"AGSL","SI2","E"," ",62.8,"None",FALSE,"4.67x4.69x2.94"," ","Russia","Oval"," ",NA,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
183,0.4,"AGSL","SI2","E"," ",62.5,"None",FALSE,"4.61x4.64x2.89"," ","Australia","Round"," ",NA,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
184,0.4,"GemEx","SI2","E"," ",62.4,"None",FALSE,"4.7x4.72x2.94"," ","Botswana","Princess"," ",57,1,"$ 800","$ 1,300",6.68461172766793,7.17011954344963
185,0.4,"AGSL","SI2","E"," ",60.8,"None",FALSE,"4.76x4.77x2.9"," ","Russia","Round"," ",58,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
186,0.4,"AGSL","SI2","E"," ",63.5,"None",FALSE,"4.64x4.66x2.95"," ","Canada","Princess"," ",55,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
187,0.4,"GemEx","SI2","E"," ",60.2,"None",FALSE,"4.79x4.82x2.89"," ","Zimbabwe","Round"," ",NA,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
188,0.4,"AGSL","VS2","J"," ",62.3,"None",FALSE,"4.74x4.72x2.95","Very good","Russia","Oval","Excellent",58,1,"$ 800","$ 1,320",6.68461172766793,7.18538701558042
189,0.41,"AGSL","SI2","H"," ",60.9,"None",FALSE,"4.81x4.78x2.92","Very good","Russia","Oval","Very good",59,1,"$ 805","$ 1,330",6.69084227741856,7.1929342212158
190,0.4,"AGSL","SI2","F"," ",62.5,NA,FALSE,"4.73x4.68x2.94","Excellent","Zimbabwe","Asscher","Very good",NA,1,"$ 810","$ 980",6.69703424766648,6.88755257166462
191,0.4,"AGSL","VS1","J"," ",NA,"None",FALSE,"4.7x4.67x2.99","Excellent","Australia","Round","Excellent",NA,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
192,0.4,"AGSL","SI1","H"," ",64.6,"None",FALSE,"4.66x4.59x2.99","Very good","Botswana","Round","Good",55,1,"$ 810","$ 985",6.69703424766648,6.89264164117209
193,0.4,"AGSL","SI2","H"," ",62.7,"None",FALSE,"4.72x4.7x2.95","Very good","Canada","Pear","Very good",55,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
194,0.4,"AGSL","SI2","H"," ",61.7,NA,FALSE,"4.67x4.73x2.9"," ","Canada","Marquise"," ",NA,1,"$ 810","$ 1,045",6.69703424766648,6.95177216439891
195,0.41,"AGSL","VS2","J"," ",62.2,"None",FALSE,"4.8x4.77x2.98","Excellent","Canada","Round","Excellent",NA,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
196,0.41,"AGSL","VS2","J"," ",61.7,"None",FALSE,"4.79x4.76x2.94","Excellent","Russia","Round","Excellent",58,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
197,0.42,"AGSL","SI1","J"," ",59.7,"None",FALSE,"4.91x4.88*2.93","Excellent","Russia","Round","Excellent",58,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
198,0.4,"AGSL","SI2","G"," ",NA,NA,FALSE,"4.78x4.75x2.82","Very good","Russia","Round","Very good",64,1,"$ 810","$ 1,300",6.69703424766648,7.17011954344963
199,0.4,NA,"SI2","H"," ",61,"None",FALSE,"4.82x4.8x2.93","Very good","Botswana","Round","Excellent",58,1,"$ 645","$ 1,020",6.46925031679577,6.92755790627832
200,0.4,NA,"SI2","F"," ",61.2,"None",FALSE,"4.71x4.7x2.88","Very good","Russia","Round","Very good",60,1,"$ 635","$ 895",6.45362499889269,6.79682371827486
201,0.41,"AGSL","VS2","J"," ",61.4,"None",FALSE,"4.79x4.76x2.93","Excellent","Russia","Asscher","Excellent",59,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
202,0.41,"AGSL","SI2","I"," ",61.6,"None",FALSE,"4.81x4.79x2.96","Very good","Canada","Oval ","Very good",59,1,"$ 625","$ 1,335",6.4377516497364,7.19668657083435
203,0.42,"AGSL","SI2","I"," ",63.5,"None",FALSE,"4.73x4.76x3.01"," ","Russia","Round"," ",56,1,"$ 810","$ 1,335",6.69703424766648,7.19668657083435
204,0.45,"AGSL","SI2","J"," ",60.5,"None",FALSE,"4.99x4.95x3.01","Very good","Other/Unknown","Oval","Very good",59,1,"$ 815","$ 1,340",6.70318811324086,7.20042489294496
205,0.41,"AGSL","VS1","J"," ",62.4,"Strong Bl..",FALSE,"4.77x4.75x2.97","Excellent","Botswana","Radiant","Excellent",NA,1,"$ 815","$ 1,320",6.70318811324086,7.18538701558042
206,0.42,"AGSL","SI2","H"," ",62.2,"Faint",FALSE,"4.79-4.78+2.98","Excellent","Russia","Round","Very good",57,1,"$ 815","$ 1,340",6.70318811324086,7.20042489294496
207,0.4,"AGSL","SI2","E"," ",NA,"None",FALSE,"4.6x4.57x3","Very good","Botswana","Round","Good",63,1,"$ 815","$ 1,295",6.70318811324086,7.16626597413364
208,0.4,"AGSL","SI1","I"," ",63.4,"None",FALSE,"4.67x4.65x2.95","Very good","DR Congo","Princess","Very good",NA,1,"$ 820","$ 1,335",6.7093043402583,7.19668657083435
209,0.4,"AGSL","SI1","G"," ",64.1,"None",FALSE,"4.64x4.63x2.97","Very good","Botswana","Oval","Very good",59,1,"$ 820","$ 1,265",6.7093043402583,7.14282740116162
210,0.4,"AGSL","SI1","I"," ",63.7,"Faint",FALSE,"4.67x4.63x2.96","Very good","Botswana","Emerald","Very good",55,2,"$ 820","$ 1,170",6.7093043402583,7.0647590277918
211,0.4,"AGSL","SI1","G"," ",61.1,"Strong Bl..",FALSE,"4.79x4.77x2.92","Excellent","Russia","Princess","Good",58,1,"$ 820","$ 1,355",6.7093043402583,7.2115567333138
212,0.41,"AGSL","VS2","J"," ",61.5,"None",FALSE,"4.81x4.78x2.95","Excellent","Botswana","ROUND","Excellent",58,1,"$ 820","$ 1,260",6.7093043402583,7.13886699994552
213,0.41,"AGSL","SI2","E"," ",NA,"None",FALSE,"4.76x4.77x2.99"," ","Russia","Round"," ",56,1,"$ 820","$ 1,355",6.7093043402583,7.2115567333138
214,0.4,"AGSL","SI1","G"," ",64.3,"None",FALSE,"4.63x4.59x2.96","Very good","Russia","Marquise","Very good",58,1,"$ 820","$ 1,355",6.7093043402583,7.2115567333138
215,0.4,"AGSL","VS2","I"," ",62.6,"Medium Bl..",FALSE,"4.74x4.71x2.96","Very good","South Africa","Round","Excellent",56,1,"$ 825","$ 1,345",6.71538338633468,7.20414929203594
216,0.44,"AGSL","I1","F"," ",62.5,NA,FALSE,"4.83x4.86x3.03","Very good","DR Congo","Round","Very good",57,1,"$ 825","$ 1,315",6.71538338633468,7.18159194461187
217,0.4,"AGSL","SI1","H"," ",64,"Medium Bl..",FALSE,"4.66x4.65x2.98","Very good","Russia","Round","Excellent",57,1,"$ 825","$ 1,355",6.71538338633468,7.2115567333138
218,0.42,NA,"SI2","G"," ",62.7,"Faint",FALSE,"4.79x4.76x3","Excellent","Russia","Oval","Excellent",NA,1,"$ 745","$ 870",6.61338421837956,6.76849321164863
219,0.4,"AGSL","SI1","H"," ",63.3,"Faint",FALSE,"4.66x4.62x2.94","Excellent","Canada","Asscher","Excellent",60,1,"$ 825","$ 1,355",6.71538338633468,7.2115567333138
220,0.4,"AGSL","SI2","I"," ",60.7,"Faint",FALSE,"4.78x4.74x2.89","Excellent","Canada","Round","Excellent",57,1,"$ 825","$ 1,355",6.71538338633468,7.2115567333138
221,0.4,"AGSL","SI2","F"," ",62.3,"None",FALSE,"4.67x4.72x2.93"," ","South Africa","Round"," ",59,1,"$ 825","$ 1,355",6.71538338633468,7.2115567333138
222,0.4,"AGSL","VS2","I"," ",NA,"None",FALSE,"4.67x4.62-2.98","Excellent","Botswana","Round","Very good",57,1,"$ 825","$ 1,115",6.71538338633468,7.01660968389422
223,0.4,"AGSL","SI2","F"," ",58,NA,FALSE,"4.85x4.82x2.81","Very good","Angola","Round","Very good",61,1,"$ 825","$ 1,340",6.71538338633468,7.20042489294496
224,0.4,"AGSL","SI1","H"," ",63.7,"None",FALSE,"4.68x4.65x2.97","Excellent","DR Congo","Round","Excellent",58,1,"$ 825","$ 1,200",6.71538338633468,7.09007683577609
225,0.4,"AGSL","SI2","G"," ",63.9,"None",FALSE,"4.64x4.66x2.97"," ","Australia","Round"," ",58,1,"$ 825","$ 1,355",6.71538338633468,7.2115567333138
226,0.42,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.72x4.76x3.04"," ","DR Congo","Round"," ",NA,1,"$ 825","$ 1,110",6.71538338633468,7.01211529430638
227,0.4,"AGSL","SI2","G"," ",63.2,"None",FALSE,"4.62x4.67x2.94"," ","Russia","Round"," ",NA,1,"$ 825","$ 1,355",6.71538338633468,7.2115567333138
228,0.4,"AGSL","SI1","I"," ",61.9,"None",FALSE,"4.76x4.72x2.94","Excellent","Russia","Round","Excellent",57,1,"$ 830","$ 1,370",6.72142570079064,7.22256601882217
229,0.4,"AGSL","SI1","I"," ",61.1,"None",FALSE,"4.76x4.75x2.91","Excellent","Other/Unknown","Round","Excellent",59,1,"$ 830","$ 1,370",6.72142570079064,7.22256601882217
230,0.41,"GemEx","SI1","I"," ",61.2,NA,FALSE,"4.82x4.8x2.94","Good","Canada","ROUND","Very good",NA,1,"$ 830","$ 1,355",6.72142570079064,7.2115567333138
231,0.4,"AGSL","SI1","I"," ",59.7,NA,FALSE,"4.8x4.76x2.85","Very good","South Africa","Round","Good",61,1,"$ 830","$ 985",6.72142570079064,6.89264164117209
232,0.4,"AGSL","VS2","I"," ",NA,NA,FALSE,"4.66x4.65x2.89","Excellent","Angola","Round","Excellent",NA,1,"$ 835","$ 1,145",6.72743172485086,7.04315991598834
233,0.4,"GemEx","SI2","F"," ",61.7,"None",FALSE,"4.72x4.68x2.9","Very good","DR Congo","Round","Very good",58,1,"$ 835","$ 1,280",6.72743172485086,7.15461535691366
234,0.4,"AGSL","VS2","I"," ",NA,NA,FALSE,"4.67x4.66x2.97","Very good","Australia","Radiant","Very good",57,1,"$ 835","$ 1,325",6.72743172485086,7.18916773842032
235,0.4,"AGSL","SI1","G"," ",61.5,"Medium Bl..",FALSE,"4.78x4.75x2.93","Very good","Russia","Round","Very good",56,1,"$ 835","$ 1,375",6.72743172485086,7.22620901010067
236,0.4,"AGSL","SI2","D"," ",60.7,"Strong Bl..",FALSE,"4.77x4.8x2.91"," ","Australia","Round"," ",58,1,"$ 835","$ 1,375",6.72743172485086,7.22620901010067
237,0.51,"AGSL","SI1","M"," ",62.6,NA,FALSE,"5.12x5.09x3.2","Very good","Botswana","Round","Excellent",NA,2,"$ 840","$ 1,120",6.73340189183736,7.02108396428914
238,0.5,"AGSL","SI2","L"," ",62.3,"None",FALSE,"5.08x5.04x3.15","Very good","Canada","Radiant","Very good",57,1,"$ 840","$ 1,385",6.73340189183736,7.23345541862144
239,0.4,"AGSL","VVS1","I"," ",64.1,NA,FALSE,"4.62x4.61x2.96","Excellent","Angola","Cushion","Very good",60,1,"$ 840","$ 1,385",6.73340189183736,7.23345541862144
240,0.42,"AGSL","VS2","J"," ",62,"Medium Bl..",FALSE,"4.83x4.81x2.99","Excellent","Canada","Round","Excellent",57,1,"$ 840","$ 1,390",6.73340189183736,7.23705902612474
241,0.4,"AGSL","SI1","F"," ",61.5,"None",FALSE,"4.67x4.65x2.87","Good","Russia","ROUND","Very good",NA,1,"$ 840","$ 1,390",6.73340189183736,7.23705902612474
242,0.4,"AGSL","SI2","H"," ",59.1,"None",FALSE,"4.82x4.83x2.85"," ","Australia","Princess"," ",NA,1,"$ 840","$ 1,390",6.73340189183736,7.23705902612474
243,0.41,"AGSL","SI1","G"," ",60.8,"Faint",FALSE,"4.86x4.85x2.95","Very good","Russia","Princess","Excellent",56,1,"$ 840","$ 1,390",6.73340189183736,7.23705902612474
244,0.4,"AGSL","SI1","I"," ",62.4,"Faint",FALSE,"4.74x4.7x2.95","Excellent","DR Congo","Round","Very good",58,1,"$ 840","$ 1,375",6.73340189183736,7.22620901010067
245,0.4,"AGSL","SI1","G"," ",63.8,"None",FALSE,"4.68x4.66x2.98","Very good","Russia","Round","Very good",56,1,"$ 845","$ 1,395",6.73933662735717,7.24064969425547
246,0.4,"AGSL","SI1","G"," ",63.1,"None",FALSE,"4.7x4.68X2.96","Excellent","Botswana","Round","Excellent",58,1,"$ 845","$ 1,375",6.73933662735717,7.22620901010067
247,0.45,"AGSL","SI1","J"," ",NA,"None",FALSE,"4.92x4.9x3.04","Excellent","Botswana","Oval","Excellent",NA,1,"$ 845","$ 1,380",6.73933662735717,7.22983877815125
248,0.41,"AGSL","SI2","F"," ",61.6,"None",FALSE,"4.73x4.77x2.93"," ","South Africa","Oval"," ",58,1,"$ 845","$ 1,215",6.73933662735717,7.10249935577465
249,0.41,"GemEx","VS2","I"," ",61.6,"Medium Bl..",FALSE,"4.78x4.76x2.94","Very good","Russia","Round","Excellent",58,1,"$ 845","$ 1,390",6.73933662735717,7.23705902612474
250,0.41,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.86x4.83X2.92","Excellent","Botswana","Round","Very good",NA,1,"$ 845","$ 1,365",6.73933662735717,7.21890970761906
251,0.4,"AGSL","VS2","I"," ",62.4,"None",FALSE,"4.73x4.7x2.94","Very good","Russia","Round","Very good",57,1,"$ 845","$ 1,395",6.73933662735717,7.24064969425547
252,0.4,"AGSL","SI1","G"," ",62.3,"Medium Bl..",FALSE,"4.67x4.66x2.91","Very good","Russia","Round","Very good",58,1,"$ 845","$ 1,395",6.73933662735717,7.24064969425547
253,0.4,"AGSL","SI2","G"," ",61.9,"None",FALSE,"4.7x4.74x2.92"," ","Russia","Round"," ",NA,1,"$ 845","$ 1,395",6.73933662735717,7.24064969425547
254,0.4,"AGSL","SI2","G"," ",62,"None",FALSE,"4.72x4.68x2.91","Excellent","Zimbabwe","Round","Very good",58,1,"$ 845","$ 1,380",6.73933662735717,7.22983877815125
255,0.4,"AGSL","SI2","G"," ",NA,"None",FALSE,"4.8x4.79x2.86","Excellent","South Africa","Oval","Excellent",61,1,"$ 845","$ 1,355",6.73933662735717,7.2115567333138
256,0.4,"AGSL","VS2","I"," ",63.5,"None",FALSE,"4.67x4.63x2.95","Good","Australia","Round","Good",58,1,"$ 845","$ 1,395",6.73933662735717,7.24064969425547
257,0.42,"AGSL","SI2","H"," ",61.3,"None",FALSE,"4.86x4.84x2.97","Excellent","Botswana","Round","Excellent",56,1,"$ 850","$ 1,225",6.74523634948436,7.11069612297883
258,0.4,"AGSL","VVS1","J"," ",62.2,"Faint",FALSE,"4.74x4.72x2.94","Very good","Australia","Princess","Excellent",57,1,"$ 850","$ 1,400",6.74523634948436,7.24422751560335
259,0.4,"AGSL","SI1","H"," ",62.7,"Strong Bl..",FALSE,"4.72x4.67x2.94","Very good","Russia","Round","Very good",57,1,"$ 850","$ 1,400",6.74523634948436,7.24422751560335
260,0.4,"AGSL","SI1","H"," ",58.9,"None",FALSE,"4.86x4.83x2.85","Excellent","Russia","Round","Very good",60,1,"$ 850","$ 1,400",6.74523634948436,7.24422751560335
261,0.4,"AGSL","SI1","H"," ",63.8,"None",FALSE,"4.66x4.63x2.96","Very good","Australia","Round","Very good",58,1,"$ 850","$ 1,400",6.74523634948436,7.24422751560335
262,0.42,"AGSL","SI2","G"," ",61.5,"None",FALSE,"4.83x4.8x2.96","Excellent","South Africa","Oval","Very good",58,1,"$ 855","$ 1,400",6.75110146893676,7.24422751560335
263,0.41,"AGSL","SI2","F"," ",62.3,"None",FALSE,"4.75x4.72x2.95","Excellent","Russia","Pear","Very good",57,1,"$ 855","$ 1,410",6.75110146893676,7.25134498337221
264,0.4,"AGSL","SI2","I"," ",62.5,"None",FALSE,"4.7x4.74x2.95"," ","Russia","Round"," ",56,1,"$ 855","$ 1,410",6.75110146893676,7.25134498337221
265,0.4,"AGSL","VVS1","I"," ",62.7,"None",FALSE,"4.63x4.61x2.9","Very good","Russia","Princess","Very good",NA,1,"$ 855","$ 1,410",6.75110146893676,7.25134498337221
266,0.41,"AGSL","SI2","D"," ",63.5,"None",FALSE,"4.67x4.7x2.97"," ","Australia","Round"," ",57,1,"$ 855","$ 1,410",6.75110146893676,7.25134498337221
267,0.41,"GemEx","SI1","J"," ",NA,"None",FALSE,"4.73x4.76x2.98"," ","Russia","Round"," ",NA,1,"$ 855","$ 1,410",6.75110146893676,7.25134498337221
268,0.4,NA,"VVS1","I"," ",64.1,NA,FALSE,"4.64x4.63x2.97","Very good","South Africa","Princess","Excellent",58,1,"$ 785","$ 830",6.66568371778241,6.72142570079064
269,0.4,"GemEx","SI1","F"," ",62.4,"Strong Bl..",FALSE,"4.73x4.7x2.94","Very good","Russia","Round","Very good",58,1,"$ 855","$ 1,410",6.75110146893676,7.25134498337221
270,0.4,"GemEx","SI1","H"," ",61.5,NA,FALSE,"4.76x4.72x2.91","Very good","South Africa","Emerald","Very good",60,1,"$ 860","$ 1,150",6.75693238924755,7.0475172213573
271,0.4,NA,"VS2","I"," ",NA,"None",FALSE,"4.74x4.72x2.93","Excellent","Botswana","ROUND","Excellent",NA,1,"$ 765","$ 1,210",6.63987583382654,7.09837563859079
272,0.4,"AGSL","SI2","F"," ",61.8,"None",FALSE,"4.73x4.75x2.93"," ","Russia","Radiant"," ",NA,1,"$ 860","$ 1,420",6.75693238924755,7.25841215059531
273,0.4,"AGSL","VS2","I"," ",63.1,NA,FALSE,"4.66x4.63x2.93","Very good","Canada","Marquise","Excellent",59,1,"$ 860","$ 645",6.75693238924755,6.46925031679577
274,0.4,"AGSL","VS2","I"," ",NA,"Faint",FALSE,"4.74x4.7x2.93","Excellent","Botswana","Round","Very good",NA,1,"$ 860","$ 1,415",6.75693238924755,7.25488481007734
275,0.4,"AGSL","SI2","F"," ",61.1,"None",FALSE,"4.73x4.75x2.9"," ","Australia","Round"," ",59,1,"$ 860","$ 1,420",6.75693238924755,7.25841215059531
276,0.4,"AGSL","SI1","H"," ",62.7,"None",FALSE,"4.71x4.68x2.94","Very good","Russia","Radiant","Very good",58,1,"$ 860","$ 1,420",6.75693238924755,7.25841215059531
277,0.4,"AGSL","SI2","F"," ",NA,"None",FALSE,"4.68x4.72x2.94"," ","Botswana","Round"," ",NA,1,"$ 860","$ 1,365",6.75693238924755,7.21890970761906
278,0.4,"GemEx","SI1","H"," ",63.1,"None",FALSE,"4.7x4.68x2.96","Very good","Angola","Asscher","Very good",NA,1,"$ 860","$ 1,420",6.75693238924755,7.25841215059531
279,0.42,"AGSL","SI2","F"," ",NA,"None",FALSE,"4.86x4.88x2.96"," ","South Africa","Round"," ",NA,1,"$ 865","$ 1,385",6.76272950693188,7.23345541862144
