;id;Carats;Cert;Clarity;Color;Cut;Depth;Fluroescence;Known_Conflict_Diamond;Measurements;Polish;Regions;Shape;Symmetry;Table;Vendor;Offers;Price;Difference;Retail
169;8220;0,43;AGSL;SI2;D; ;62,2;None;;4.83x4.81x3;Very good;Russia;Emerald;Excellent;56,0;1;;1775,2417853281652;14081,021782744556;15856,263568072722
170;8221;0,44;AGSL;SI1;F; ;;Medium Bl..;False;4.87x4.85x3.03;Excellent;Russia;Radiant;Excellent;57,0;2;;1904,5517926102104;19804,105988798743;21708,657781408954
171;8222;0,43;AGSL;SI2;E; ;;None;;4.81x4.83x3.01; ;Russia;Emerald; ;;1;;1667,5146735847934;14012,559317304665;15680,07399088946
173;8224;0,4;AGSL;SI1;H; ;;None;;4.71x4.73x2.95; ;Russia;Emerald; ;56,0;1;;1188,9148764023744;13708,400767577692;14897,315643980066
175;8226;0,4;AGSL;VVS2;F; ;;None;;4.66x4.61x2.97;Very good;Russia;Round;Very good;59,0;1;;2271,92186068869;14396,670665776492;16668,59252646518
176;8227;0,4;GemEx;VS2;E; ;63,5;None;False;4.64x4.58x2.93;Very good;Australia;Pear;Good;;1;;1839,777880082531;14021,88222212209;15861,660102204622
177;8228;0,4;AGSL;VS2;G; ;;None;;4.78+4.73x2.93;Very good;Australia;Round;Very good;56,0;1;;1736,3475613996125;13981,543036822273;15717,890598221886
178;8229;0,42;AGSL;SI2;E; ;61,7;None;;4.86x4.83x2.99;Excellent;Russia;Round;Excellent;57,0;1;;1595,860970990887;13967,022134899169;15562,883105890056
179;8230;0,4;AGSL;SI1;F; ;;;;4.67x4.7x2.88;Very good;Australia;Round;Very good;;1;;3214,6728538221314;14921,044640490016;18135,717494312146
180;8231;0,41;AGSL;VS2;G; ;61,5;Faint;False;4.78x4.76x2.94;Excellent;Russia;Round;Very good;60,0;1;;2022,1306334528397;14237,923967892664;16260,054601345504
181;8232;0,4;AGSL;VS2;G; ;61,8;;;4.73+4.71x2.92;Very good;DR Congo;Round;Very good;60,0;1;;1729,228343960426;-6092,441228359403;-4363,212884398977
182;8233;0,4;AGSL;SI1;D; ;61,0;Medium Bl..;;4.8x4.78x2.93;Excellent;Russia;Emerald;Very good;;1;;1756,7349106598392;14069,26033990184;15825,99525056168
183;8234;0,4;AGSL;VVS2;H; ;62,4;Medium Bl..;;4.75x4.72x2.96;Excellent;Angola;Round;Excellent;57,0;1;;1871,2106441166957;3881,5543307187836;5752,76497483548
184;8235;0,44;AGSL;SI2;E; ;62,2;None;;4.88x4.86x3.03;Very good;Russia;Round;Excellent;58,0;2;;1621,7064929819398;19624,352849247713;21246,05934222965
185;8236;0,51;AGSL;SI1;K; ;63,4;None;;5.07x5.03x3.21;Very good;Australia;ROUND;Very good;58,0;1;;761,7018466238571;13362,138622426308;14123,840469050165
186;8237;0,6;AGSL;SI2;L; ;61,9;None;False;5.36x5.33x3.31;Excellent;Angola;Round;Very good;;1;;671,3341022578635;3119,011782703252;3790,345884961115
187;8238;0,41;AGSL;SI1;E; ;60,0;;;4.84x4.8x2.89;Very good;Botswana;Emerald;Excellent;58,0;1;;1846,0730879737675;10641,989026076863;12488,06211405063
188;8239;0,4;AGSL;VS2;G; ;60,0;None;;4.81x4.78x2.88;Very good;DR Congo;Round;Very good;59,0;1;;1955,17182573783;-5948,850190205474;-3993,6783644676443
189;8240;0,4;GemEx;VS2;G; ;;Faint;;4.78x4.75x2.81;Excellent;Russia;Princess;Very good;63,0;1;;1703,4130712094338;14009,980784522933;15713,393855732367
190;8241;0,46;AGSL;SI2;I; ;62,0;None;;4.97x5x3.09; ;Botswana;Round; ;58,0;1;;1062,3534594401942;10143,921481939404;11206,274941379597
191;8242;0,43;GemEx;SI2;E; ;61,1;None;;4.9x4.88x2.99;Excellent;Canada;Round;Excellent;57,0;1;;1356,0757352129488;17666,18866348685;19022,264398699797
192;8243;0,5;AGSL;SI2;J; ;63,9;Faint;;5.05X5.01x3.21;Very good;DR Congo;Radiant;Excellent;;1;;878,6572855524039;-6632,994026518045;-5754,336740965641
193;8244;0,42;AGSL;SI1;E; ;61,1;None;;4.8x4.81x2.94; ;DR Congo;Round; ;;1;;1768,4695267434092;-6067,502769724208;-4299,033242980799
194;8245;0,52;AGSL;VS1;L; ;62,0;None;;5.18x5.16x3.21;Very good;Russia;Radiant;Very good;58,0;2;;1002,5097679130449;19230,842490485767;20233,352258398812
195;8246;0,4;AGSL;SI1;E; ;61,5;None;;4.75x4.73x2.92;Excellent;Canada;Round;Excellent;;1;;1966,6855293745523;18079,634470258177;20046,31999963273
196;8247;0,4;AGSL;SI1;D; ;60,7;None;;4.79x4.72x2.88;Excellent;Russia;Round;Very good;62,0;1;;2729,5285170696393;14687,487707007263;17417,016224076902
197;8248;0,4;AGSL;VS2;F; ;;None;False;4.81x4.79x2.87;Excellent;Russia;Radiant;Very good;;1;;1748,7661364368723;14064,19604437763;15812,962180814502
198;8249;0,41;AGSL;VS2;G; ;58,5;None;;4.93x4.92x2.88;Very good;Australia;Pear;Excellent;60,0;1;;2028,6330131045947;14167,29555828228;16195,928571386874
199;8250;0,44;AGSL;SI1;F; ;61,7;Faint;;4.9x4.86x3.01;Excellent;Angola;Round;Excellent;58,0;1;;1500,9273937555538;3646,2328427426655;5147,160236498219
200;8251;0,41;AGSL;SI1;E; ;62,7;;;4.79x4.77x3;Excellent;Canada;Round;Excellent;53,0;1;;1929,2632990787135;18055,851987772097;19985,11528685081
201;8252;0,6;AGSL;VS1;M; ;62,4;Faint;;5.37x5.32x3.34;Excellent;Russia;Oval ;Very good;;1;;748,8907226843692;13428,75771459768;14177,648437282049
202;8253;0,51;AGSL;SI1;K; ;;None;;5.14x5.13x3.18;Excellent;Russia;Asscher;Excellent;;1;;959,7692588794515;13562,774716099244;14522,543974978695
203;8254;0,43;AGSL;VS1;H; ;61,9;None;;4.85x4.84*3;Excellent;Russia;Princess;Excellent;58,0;1;;2751,439003139943;14701,412204481334;17452,851207621276
204;8255;0,4;AGSL;VS2;F; ;60,9;Faint;False;4.82x4.79x2.93;Excellent;Russia;Round;Excellent;;1;;2110,0185215915762;14293,77825941602;16403,796781007597
205;8256;0,46;AGSL;SI2;E; ;60,0;None;;4.98x5x3; ;Russia;Round; ;61,0;1;;1786,84588380226;14088,39639047224;15875,2422742745
206;8257;0,51;AGSL;VS2;K; ;62,0;Faint;;5.13x5.09x3.17;Very good;Russia;Oval;Very good;;1;;785,5764083373996;13452,072110068915;14237,648518406315
207;8258;0,54;GemEx;VS2;L; ;60,4;None;;5.3x5.27x3.19;Excellent;Australia;Oval;Excellent;59,0;1;;732,6126934120484;13318,259363382069;14050,872056794116
209;8260;0,46;AGSL;SI2;D; ;63,9;None;;4.86x4.89x3.12; ;Russia;Round; ;;1;;1578,2525372727566;13955,831667008875;15534,084204281631
210;8261;0,4;AGSL;VS2;E; ;62,0;;;4.76x4.73x2.94;Excellent;Russia;Round;Very good;58,0;1;;2210,3933225098704;14357,568202613187;16567,961525123057
211;8262;0,61;AGSL;VS1;M; ;61,5;None;;5.48X5.45x3.36;Excellent;Russia;Round;Very good;;1;;860,6817696655771;13499,802882026583;14360,48465169216
212;8263;0,46;AGSL;SI2;F; ;62,6;;False;4.94x4.95x3.1; ;DR Congo;Round; ;54,0;1;;1660,9333043781912;-6135,843921622469;-4474,910617244277
213;8264;0,44;AGSL;VS1;H; ;;None;;4.89x4.87x3.06;Excellent;DR Congo;Round;Excellent;;1;;1429,7876712490943;-6282,7410180319675;-4852,953346782873
214;8265;0,46;AGSL;SI2;H; ;63,2;None;;4.86x4.89x3.08; ;Canada;Emerald; ;;1;;1226,37698181537;17609,155428056954;18835,532409872325
215;8266;0,45;AGSL;SI1;I; ;62,7;None;False;4.88x4.9x3.06; ;Russia;Round; ;55,0;1;;1747,6050363615025;14063,45814495291;15811,063181314414
216;8267;0,42;AGSL;SI1;D; ;62,2;None;;4.81x4.78x2.98;Excellent;Australia;Pear;Very good;56,0;1;;1971,5447363055762;14131,014958959368;16102,559695264943
217;8268;0,6;AGSL;SI2;L; ;59,9;None;;5.51x5.49x3.3;Excellent;Botswana;Round;Excellent;;2;;692,4540694833795;15549,749376628346;16242,203446111725
218;8269;0,41;AGSL;VS2;E; ;62,7;;;4.77x4.73x2.98;Excellent;Australia;Round;Very good;57,0;1;;1754,6462952153463;13993,172202509344;15747,818497724691
219;8270;0,46;AGSL;SI2;G; ;60,7;None;False;4.97x5.01x3.03; ;Canada;Pear; ;61,0;1;;1312,2174878481683;17663,708572409443;18975,92606025761
220;8271;0,54;AGSL;I1;E; ;61,7;None;;5.25x5.23x3.23;Very good;Canada;Round;Very good;60,0;1;;1113,7571515705158;17537,583554354896;18651,340705925413
222;8273;0,53;AGSL;SI1;K; ;62,4;None;;5.2x5.18x3.24;Excellent;Russia;Princess;Excellent;;1;;826,9191067662792;13478,3461186873;14305,265225453579
223;8274;0,41;AGSL;SI1;D; ;61,2;Faint;;4.81x4.77x2.93;Excellent;Russia;Round;Excellent;59,0;1;;1953,777461855144;14194,484330716077;16148,261792571222
224;8275;0,4;AGSL;VVS1;F; ;;Faint;True;4.73x4.7*2.94;Very good;Zimbabwe;Emerald;Very good;;1;;2138,3279433583593;-8765,650165398027;-6627,322222039667
225;8276;0,46;AGSL;SI2;H; ;62,4;None;;4.89x4.93x3.07; ;Russia;Round; ;;1;;1466,6348913845165;13884,896699010205;15351,531590394721
226;8277;0,4;AGSL;VS1;E; ;61,4;None;;4.73x4.7x2.9;Excellent;Russia;Pear;Very good;56,0;1;;2079,950446367252;14274,669471223562;16354,619917590815
227;8278;0,4;AGSL;VS1;D; ;62,8;None;;4.7x4.68x2.94;Very good;Botswana;Radiant;Very good;59,0;1;;2561,0269630820917;11096,35473006345;13657,38169314554
228;8279;0,41;AGSL;VS2;E; ;61,9;Medium Bl..;;4.78x4.76x2.95;Excellent;Russia;Round;Excellent;57,0;1;;2098,8215045035968;14286,662359035792;16385,48386353939
229;8280;0,45;AGSL;SI1;F; ;;None;False;4.94X4.92x3.03;Excellent;Russia;Oval;Excellent;59,0;1;;1874,94834379777;14144,38704616698;16019,33538996475
230;8281;0,4;AGSL;VS1;D; ;63,6;None;;4.68x4.65x2.97;Excellent;Botswana;Round;Very good;56,0;1;;2478,1448281789885;11043,681682354669;13521,826510533658
231;8282;0,4;GemEx;VS1;D; ;63,8;None;;4.69x4.65x2.98;Very good;Angola;Pear;Very good;;1;;2194,0067429546743;4061,304309638839;6255,3110525935135
232;8283;0,4;AGSL;VS1;D; ;60,2;;;4.78x4.76x2.87;Very good;South Africa;Marquise;Very good;62,0;1;;2288,2804325157067;10627,62150088408;12915,901933399788
233;8284;0,42;AGSL;VS1;F; ;61,5;None;;4.81x4.8x2.96;Excellent;Australia;Princess;Excellent;59,0;1;;1933,2394330221466;14106,67126813014;16039,910701152286
234;8285;0,45;AGSL;SI2;E; ;;None;;4.9x4.89x3.04;Excellent;Russia;Round;Excellent;58,0;1;;1614,985940448049;13979,176387800882;15594,16232824893
235;8286;0,46;AGSL;SI2;H; ;62,2;;;4.93x4.95x3.07; ;South Africa;Asscher; ;57,0;1;;1331,7654993459537;10019,739515605645;11351,5050149516
236;8287;0,43;AGSL;VS2;E; ;61,8;None;;4.84x4.83x2.99;Excellent;Russia;Princess;Excellent;59,0;1;;5114,553765179238;16203,213005676236;21317,766770855473
237;8288;0,51;AGSL;SI2;I; ;60,1;Faint;;5.21x5.17x3.12;Excellent;Angola;Asscher;Excellent;;1;;2269,4826321525184;4134,663151472592;6404,14578362511
238;8289;0,44;AGSL;SI1;D; ;60,3;;;4.89x4.92x2.96; ;Russia;Oval ; ;60,0;1;;1486,0928624248302;13897,262580247709;15383,355442672539
239;8290;0,5;AGSL;SI2;G; ;62,4;Medium Bl..;;5.08x5.03x3.16;Very good;Russia;Radiant;Very good;;1;;1582,7561058179788;13958,693763661184;15541,449869479162
240;8291;0,44;AGSL;VS2;E; ;;Strong Bl..;;4.9x4.89*3.06;Excellent;Australia;Emerald;Excellent;;1;;1655,0514258973371;13929,877919498053;15584,92934539539
241;8292;0,4;AGSL;VS2;D; ;61,1;None;;4.76x4.73x2.9;Very good;Russia;Asscher;Very good;56,0;1;;2589,6760062687576;14598,608988062346;17188,284994331105
242;8293;0,41;AGSL;VS2;E; ;61,8;None;;4.77x4.75x2.94;Excellent;Russia;Pear;Excellent;;1;;2610,1989817302806;14611,65169825405;17221,85067998433
243;8294;0,54;AGSL;VS2;K; ;;;False;5.22x5.19x3.23;Excellent;DR Congo;Round;Excellent;57,0;2;;902,0069434622246;-977,2494774870247;-75,24253402480008
244;8295;0,5;AGSL;SI2;H; ;;None;False;5.08x5.02x3.18;Very good;Russia;Princess;Very good;57,0;1;;1133,5911629044494;13673,241579123995;14806,832742028444
245;8296;0,54;AGSL;VS1;K; ;60,7;Faint;;5.28x5.25x3.19;Excellent;Canada;Round;Excellent;58,0;1;;943,7307350840263;17429,528790106648;18373,259525190675
246;8297;0,44;AGSL;SI1;D; ;62,0;Faint;;4.86x4.88x3.02; ;Angola;Round; ;;1;;3126,71636594481;4679,450196478218;7806,166562423028
247;8298;0,4;GemEx;VS2;D; ;61,1;Faint;False;4.75x4.73x2.9;Excellent;Russia;Princess;Very good;;1;;2599,0413902917976;14579,168260636026;17178,209650927824
248;8299;0,4;AGSL;VS2;D; ;62,4;None;;4.72x4.7x2.94;Very good;Australia;Radiant;Very good;57,0;1;;2541,056125281509;14492,949416816838;17034,005542098348
249;8300;0,4;AGSL;VS2;D; ;60,9;Faint;;4.77x4.74x2.9;Very good;Russia;Oval;Excellent;;1;;2806,2842889982776;14736,26734379447;17542,551632792747
250;8301;0,51;AGSL;VS2;J; ;61,8;;;5.16x5.13x3.18;Excellent;Australia;Round;Excellent;;1;;1115,6337962053133;13587,068572502543;14702,702368707856
251;8302;0,54;AGSL;I1;D; ;61,8;Faint;;5.24x5.22x3.23;Excellent;Russia;Round;Very good;58,0;1;;1139,239064467248;13676,830919442258;14816,069983909507
252;8303;0,6;AGSL;VS2;L; ;;;;5.42x5.39x3.29;Very good;Botswana;Radiant;Very good;;1;;780,4824757131801;9964,7875372005;10745,27001291368
253;8304;0,5;AGSL;SI2;G; ;62,8;Faint;;5.07x5.04x3.18;Very good;Botswana;Marquis;Excellent;58,0;1;;909,7566153189637;10046,943516060459;10956,700131379423
254;8305;0,44;AGSL;VVS2;F; ;62,5;None;;4.89x4.87x3.05;Excellent;Russia;Round;Excellent;;1;;2176,2348178187963;14335,859874885417;16512,094692704213
255;8306;0,41;AGSL;VS2;E; ;;;;4.75x4.72x2.95;Excellent;Russia;Round;Excellent;58,0;1;;1810,3487248768247;14103,332857428115;15913,68158230494
256;8307;0,4;AGSL;VS1;D; ;62,6;Faint;;4.74x4.73x2.96;Excellent;Russia;ROUND;Excellent;;1;;3279,904459179035;15037,261253385941;18317,165712564976
257;8308;0,4;AGSL;SI1;G; ;62,3;None;;4.73x4.74x2.95;Excellent;Angola;Round;Excellent;;1;;1598,459158589997;3708,2159867368755;5306,675145326873
258;8309;0,61;AGSL;SI2;K; ;61,9;Strong Bl..;;5.45x5.42x3.36;Excellent;Botswana;Emerald;Excellent;;1;;619,2122981524959;9862,29751608089;10481,509814233385
260;8311;0,55;GemEx;SI1;J; ;62,1;Faint;;5.24x5.22x3.25;Excellent;Russia;Round;Excellent;58,0;1;;877,0690666015249;13484,824703185684;14361,89376978721
261;8312;0,41;AGSL;SI1;G; ;62,2;None;True;4.74x4.78x2.96;Excellent;Angola;Round;Excellent;;1;;1851,307554050699;3868,905568547969;5720,213122598668
262;8313;0,46;AGSL;SI1;E; ;;None;;4.95x4.99x3.09; ;Botswana;Round; ;;1;;1783,5209445575822;10602,236043865447;12385,756988423029
263;8314;0,5;AGSL;SI1;F; ;57,3;Strong Bl..;;5.22x5.19x2.99;Very good;Russia;Princess;Excellent;;1;;1674,2369442429049;14016,83143799147;15691,068382234374
264;8315;0,6;AGSL;VS1;L; ;61,8;Faint;False;5.4x5.39x3.34;Excellent;Russia;Round;Very good;59,0;1;;668,499620742202;13377,667761944893;14046,167382687096
265;8316;0,46;AGSL;SI2;E; ;61,2;None;;4.95x5x3.04; ;Russia;Round; ;58,0;1;;1549,9294130055005;13937,83182569766;15487,76123870316
266;8317;0,51;AGSL;SI2;G; ;62,5;;;5.1x5.07x3.18;Excellent;DR Congo;Round;Excellent;58,0;1;;1451,1843861515715;-6269,143031129392;-4817,95864497782
267;8318;0,5;GemEx;SI2;F; ;;Faint;;5.11x5.08x3.09;Excellent;Russia;Emerald;Very good;;1;;1245,439070332653;13718,930289434134;14964,369359766788
269;8320;0,53;AGSL;SI2;G; ;61,5;Faint;;5.21x5.18x3.2;Excellent;Russia;Round;Excellent;59,0;2;;1226,8958271446193;19373,443759346763;20600,339586491384
270;8321;0,7;AGSL;SI2;L; ;;Medium Bl..;;5.75x5.72x3.46;Excellent;Canada;Round;Excellent;;1;;555,2349412212026;17182,63291189693;17737,867853118132
271;8322;0,5;AGSL;VS1;I; ;63,8;Strong Bl..;;5.05x5.02x3.21;Very good;Other/Unknown;Round;Very good;55,0;1;;1536,0826913896353;14658,672214372684;16194,754905762318
272;8323;0,46;AGSL;VS2;G; ;62,3;None;;4.94x4.96x3.08; ;Russia;Pear; ;57,0;1;;1487,2839026955876;13898,019507190747;15385,303409886335
273;8324;0,72;AGSL;SI1;M; ;62,5;;;5.76x5.72x3.59;Excellent;Angola;Princess;Excellent;;1;;564,3813615496042;3051,0414436127176;3615,4228051623218
274;8325;0,4;AGSL;VS1;D; ;61,8;None;False;4.67x4.71x2.9;Very good;Canada;Round;Very good;59,0;1;;2589,5119643740536;18475,451573224615;21064,96353759867
275;8326;0,5;AGSL;SI2;E; ;63,0;None;;5.07x5.02x3.18;Excellent;Canada;Oval;Good;57,0;1;;1401,3573721938285;17720,3585294404;19121,71590163423
277;8328;0,6;AGSL;VS2;J; ;63,4;None;;5.31x5.3x3.36;Very good;Canada;Marquise;Very good;60,0;1;;1035,4461728789825;17487,81555644361;18523,261729322592
278;8329;0,62;AGSL;SI1;K; ;61,3;None;;5.52x5.5x3.38;Excellent;Russia;Marquise;Excellent;57,0;1;;1011,6762168932779;13595,762496627289;14607,438713520567
279;8330;0,5;AGSL;SI2;D; ;63,4;Faint;False;5.08*5.01x3.2;Excellent;Australia;Oval ;Good;56,0;1;;3497,703628829932;15100,915652891763;18598,619281721694
280;8331;0,54;AGSL;SI2;G; ;;;;5.2x5.18x3.24;Excellent;Canada;Pear;Excellent;57,0;1;;1490,0560109494152;17776,728067174183;19266,784078123597
281;8332;0,5;AGSL;SI2;E; ;61,8;None;;5.1x5.07x3.15;Very good;Russia;Round;Very good;57,0;1;;1647,4442855843904;13999,804234367737;15647,248519952127
282;8333;0,52;AGSL;SI2;F; ;;Faint;;5.17*5.15x3.2;Excellent;Canada;Radiant;Excellent;;1;;1559,705635612942;17820,991622970494;19380,697258583437
283;8334;0,41;GemEx;IF;G; ;59,0;Medium Bl..;;4.8x4.9x2.86;Good;Zimbabwe;Radiant;Good;59,0;1;;3247,004011992484;-8086,459707648075;-4839,455695655592
284;8335;0,62;AGSL;VS2;K; ;61,8;None;;5.49x5.46x3.38;Excellent;Botswana;Round;Excellent;58,0;1;;935,9199291229216;10063,570760011484;10999,490689134405
285;8336;0,72;AGSL;VS1;M; ;;Strong Bl..;;5.75x5.72x3.56;Very good;Russia;Asscher;Excellent;;1;;811,7931453312524;13468,733305392376;14280,526450723628
286;8337;0,61;AGSL;VS1;K; ;61,8;Faint;;5.43x5.38x3.34;Very good;South Africa;Pear;Very good;57,0;1;;1017,9928587496061;9820,33150943925;10838,324368188856
287;8338;0,5;AGSL;SI2;E; ;61,4;None;;5.13x5.08x3.14;Excellent;Russia;Radiant;Excellent;57,0;1;;1529,482376309203;13924,837375920673;15454,319752229876
288;8339;0,53;AGSL;SI2;F; ;;None;;5.2x5.17x3.21;Excellent;Zimbabwe;Round;Excellent;58,0;1;;1525,823554721203;-9154,90742719806;-7629,083872476858
289;8340;0,5;AGSL;VVS2;I; ;61,5;None;False;5.07x5.05x3.11;Very good;DR Congo;Round;Very good;59,0;1;;1712,4155021669803;-6103,126083653511;-4390,710581486531
290;8341;0,5;AGSL;VVS2;I; ;;None;;5.1x5.07X3.15;Very good;South Africa;Radiant;Very good;;1;;1585,4969035180095;10180,99026491122;11766,487168429228
291;8342;0,5;AGSL;SI1;F; ;64,5;Faint;;4.98x4.95x3.2;Very good;Canada;Radiant;Excellent;60,0;1;;1408,8773126668816;17725,13758325902;19134,014895925902
293;8344;0,52;GemEx;SI2;F; ;;None;;5.14x5.16x3.23; ;Botswana;Round; ;;1;;1750,8864519671104;10556,103659579509;12306,990111546618
294;8345;0,5;AGSL;SI2;D; ;61,4;Faint;;5.11x5.08x3.13;Excellent;DR Congo;Round;Very good;61,0;1;;1531,5066646519927;-6218,0968169786975;-4686,590152326705
295;8346;0,55;AGSL;VVS1;J; ;61,5;Medium Bl..;;5.31x5.28x3.26;Excellent;Australia;Emerald;Excellent;58,0;1;;1181,7854010260567;13629,109075450604;14810,89447647666
296;8347;0,5;AGSL;VS1;G;Very good;63,4;None;;4.96x5.03x3.17;Very good;Australia;Round;Good;;1;;1702,3742526316323;13959,952404345768;15662,3266569774
297;8348;0,72;AGSL;SI2;K; ;62,4;Strong Bl..;;5.77x5.73x3.59;Excellent;Australia;Round;Excellent;;1;;621,7615093956804;13273,20408824931;13894,96559764499
298;8349;0,56;AGSL;SI1;I; ;;None;;5.32x5.35x3.24;Good;Russia;Round;Very good;59,0;1;;1029,032939779969;13606,792997877623;14635,825937657592
299;8350;0,5;AGSL;SI1;D; ;60,8;Medium Bl..;;5.11x5.06x3.09;Very good;Russia;ROUND;Good;58,0;1;;2041,3989804194637;14250,169339711687;16291,568320131151
300;8351;0,53;AGSL;SI1;G; ;62,3;Medium Bl..;;5.2x5.18x3.23;Excellent;Russia;Oval ;Excellent;57,0;1;;1080,7925651783912;13639,687145949309;14720,4797111277
301;8352;0,52;AGSL;SI2;D; ;62,3;Strong Bl..;;5.14x5.12x3.2;Excellent;Russia;Round;Excellent;59,0;1;;1897,606854800735;14158,786926581073;16056,393781381808
302;8353;0,72;AGSL;SI1;L; ;61,5;None;;5.78x5.75x3.55;Very good;Australia;Round;Excellent;;1;;590,5550687977916;13253,37184893313;13843,926917730922
303;8354;0,55;AGSL;SI2;F; ;61,1;None;;5.32x5.3x3.25;Excellent;Botswana;Princess;Excellent;57,0;1;;1602,4370284445183;10487,15404502616;12089,591073470678
304;8355;0,7;AGSL;SI1;K; ;;;;5.57x5.55x3.5;Excellent;South Africa;Round;Very good;61,0;1;;778,5183665161638;9668,141277259594;10446,659643775758
305;8356;0,5;AGSL;SI1;E; ;63,6;None;;5x4.98x3.18;Very good;Botswana;Emerald;Very good;;1;;2034,5342971438192;10761,759423804604;12796,293720948423
306;8357;0,51;AGSL;SI1;G; ;60,0;None;;5.22x5.2x3.13;Excellent;Canada;Round;Excellent;60,0;1;;1281,514629035971;17644,196368134042;18925,710997170012
307;8358;0,53;AGSL;VS1;I; ;;None;;5.18x5.16x3.22;Excellent;Russia;Round;Excellent;57,0;1;;1342,307469136155;13805,884445630705;15148,19191476686
308;8359;0,5;AGSL;SI1;F; ;59,4;None;;5.21x5.19x3.09;Excellent;DR Congo;Round;Excellent;61,0;2;1265,2511926053264;1684,7828322770365;-479,78169646243987;1205,0011358145966
309;8360;0,56;AGSL;SI2;H;Very good;64,0;None;;5.18x5.24x3.33;Very good;Russia;Round;Very good;58,0;1;;1327,0938373449437;13796,21591628962;15123,309753634565
310;8361;0,6;AGSL;SI1;H; ;62,7;Very Smal..;;5.39x5.35x3.37;Very good;Botswana;Emerald;Very good;58,0;1;;1268,6848118275584;10275,048668525793;11543,733480353352
311;8362;0,52;AGSL;VS2;H; ;64,2;None;False;5.05*5.02x3.23;Excellent;Canada;Marquise;Very good;;1;;1597,586138749478;17845,065345869596;19442,651484619073
312;8363;0,6;AGSL;SI2;H;Very good;63,4;None;;5.34x5.36x3.39;Very good;Botswana;Round;Very good;;1;;1358,271702238223;10331,982705736573;11690,254407974797
313;8364;0,7;AGSL;SI1;K; ;62,0;Medium Bl..;;5.7x5.67x3.53;Excellent;Australia;Round;Very good;59,0;1;;929,5094339771156;13468,78328191641;14398,292715893525
314;8365;0,5;AGSL;SI1;E; ;60,5;Medium Bl..;;5.18x5.15x3.12;Very good;Australia;Round;Excellent;60,0;1;;1628,424679523691;13912,956156035892;15541,380835559583
316;8367;0,6;GemEx;SI2;G; ;63,3;None;;5.31x5.28x3.35;Very good;Russia;Round;Very good;60,0;1;;1193,8712061066742;13686,15800894461;14880,029215051285
317;8368;0,51;AGSL;VS2;H; ;62,3;Medium Bl..;;5.14x5.08x3.19;Very good;Russia;Emerald;Very good;;1;;2146,8758424578386;14317,201732070003;16464,07757452784
318;8369;0,7;AGSL;IF;L; ;59,6;None;;5.77x5.73x3.43;Very good;Russia;Round;Very good;60,0;1;;1189,8593514781842;13709,000998022846;14898,86034950103
319;8370;0,51;AGSL;SI1;G;Very good;63,9;None;;5.04x5.07x3.23;Excellent;DR Congo;Radiant;Excellent;;1;;4160,686872688597;-4547,206766972104;-386,5198942835068
320;8371;0,51;AGSL;SI1;G;Very good;63,6;None;;5.05x5.07x3.22;Excellent;Australia;Round;Excellent;;1;;1598,113918779378;13893,693136946906;15491,807055726284
321;8372;0,53;AGSL;SI1;F; ;62,5;None;;5.22x5.17x3.25;Very good;Australia;Round;Very good;56,0;1;;1431,1114103127957;13787,560119183418;15218,671529496212
322;8373;0,71;AGSL;VS2;K; ;;Strong Bl..;;5.7x5.65x3.56;Excellent;Russia;Emerald;Excellent;;1;;701,6134986314772;13398,712211052334;14100,325709683812
323;8374;0,7;AGSL;SI1;K; ;62,8;None;;5.68x5.64x3.56;Excellent;DR Congo;Round;Very good;56,0;1;;698,2162446895194;-6747,667466881347;-6049,451222191828
324;8375;0,7;AGSL;VS2;K; ;61,8;;;5.7x5.63x3.5;Excellent;Russia;Round;Very good;60,0;1;;730,7472446251314;13417,22721666185;14147,974461286982
325;8376;0,7;AGSL;SI1;K; ;61,6;None;;5.7x5.65x3.5;Very good;Russia;Round;Very good;55,0;1;;1563,4571507252501;13946,42893984219;15509,88609056744
326;8377;0,5;GemEx;SI1;E; ;;;;5.04x4.99x3.19;Excellent;Russia;Round;Very good;58,0;1;;1911,645966104496;14142,31643466236;16053,962400766855
327;8378;0,7;AGSL;SI1;K; ;61,3;None;;5.68x5.65x3.48;Excellent;Botswana;Pear;Very good;63,0;1;;703,4906530819294;9915,857886059355;10619,348539141285
